Title,Authors,Book_cover,Year,Price($),Reviews,Ratings
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Hardcover,2014,18.29,2438,4.6
First 100 Words: A Padded Board Book,Roger Priddy,Board book,2014,4.78,37028,4.7
If I Stay,Gayle Forman,Paperback,2014,8.77,25829,4.3
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Mass Market Paperback,2014,34.39,51194,4.7
Divergent / Insurgent,Veronica Roth,Hardcover,2014,9.44,60255,4.5
Capital in the Twenty First Century,Thomas Piketty,Hardcover,2014,26.97,5345,4.5
Orphan Train,Christina Baker Kline,Paperback,2014,14.99,78917,4.5
Mindset: The New Psychology of Success,Carol S. S. Dweck,Paperback,2014,11.66,23651.0,4.6
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2014,10.3,111867,4.7
The Very Hungry Caterpillar,Eric Carle,Board book,2014,5.57,59818,4.9
All the Light We Cannot See,Anthony Doerr,Hardcover,2014,15.15,215211,4.5
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,Hardcover,2014,13.95,10863.0,4.5
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,2014,15.68,75429,4.7
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Hardcover,2014,22.99,15069.0,4.6
The Alchemist,Paulo Coelho,Paperback,2014,18.7,3977,4.7
Looking for Alaska,John Green,Paperback,2014,7.64,31755,4.5
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2014,6.84,15462,4.4
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Paperback,2014,16.99,82114,4.6
Love You Forever,Robert Munsch,Paperback,2014,4.98,59693,4.9
The Maze Runner (Book 1),James Dashner,Paperback,2014,8.46,42410,4.4
Allegiant,Veronica Roth,Hardcover,2014,11.72,66894,4.1
Yes Please,Amy Poehler,Hardcover,2014,14.52,20536,4.2
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,Hardcover,2014,19.34,12414.0,4.6
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2014,7.74,107936,4.7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2014,19.55,9404,4.7
41: A Portrait of My Father,George W. Bush,Hardcover,2014,10.82,5029,4.6
Minecraft: The Complete Handbook Collection,Stephanie Milton,Hardcover,2014,53.0,1434,4.8
Frozen: A Tale of Two Sisters,Melissa Lagonegro,Paperback,2014,5.99,2249,4.4
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Hardcover,2014,11.36,10200,4.9
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2014,12.99,40366,4.7
Divergent / Insurgent / Allegiant,Veronica Roth,Hardcover,2014,34.15,4662,4.6
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,2014,10.49,24987,4.6
Flash Boys,Michael Lewis,Hardcover,2014,18.99,17842,4.5
Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,Hardcover,2014,11.63,4885,4.9
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2014,5.0,28319,4.9
The Going To Bed Book,Sandra Boynton,Board book,2014,3.97,17461,4.8
The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,Hardcover,2014,29.49,10480,4.7
The Real ACT Prep Guide,ACT,Paperback,2014,53.9,816.0,4.4
Gray Mountain: A Novel,John Grisham,Hardcover,2014,13.86,86432,4.0
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2014,17.14,32903,4.8
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,2014,11.69,12649,4.9
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Hardcover,2014,14.94,17083,4.5
The Invention of Wings,Sue Monk Kidd,Hardcover,2014,17.48,53625,4.5
Lord of the Flies,William Golding,Mass Market Paperback,2014,5.79,45608,4.5
Night (Night),Elie Wiesel,Paperback,2014,6.27,20173,4.7
The Catcher in the Rye,J.D. Salinger,Mass Market Paperback,2014,8.93,37751,4.4
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,Hardcover,2014,14.0,289,4.6
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2014,7.93,26303.0,4.8
"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,Hardcover,2014,17.27,8688,4.7
Fahrenheit 451,Ray Bradbury,Paperback,2014,8.36,48397,4.6
"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,2014,11.4,22797,4.9
Paper Towns,John Green,Paperback,2014,7.68,35554,4.2
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,Paperback,2014,7.59,6473,4.6
1984,George Orwell,Mass Market Paperback,2014,7.48,110297,4.6
The Outsiders,S. E. Hinton,Paperback,2014,5.74,36154,4.8
MONEY Master the Game: 7 Simple Steps to Financial Freedom (Tony Robbins Financial Freedom),Tony Robbins,Hardcover,2014,17.29,13494,4.6
Goodnight Moon,Margaret Wise Brown,Board book,2014,5.36,27609,4.9
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Paperback,2014,12.85,32109,4.5
Revival: A Novel,Stephen King,Hardcover,2014,13.8,30144,4.2
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2014,5.94,28899.0,4.8
Minecraft: Redstone Handbook: An Official Mojang Book,Scholastic,Hardcover,2014,14.99,870.0,4.7
Of Mice and Men,John Steinbeck,Mass Market Paperback,2014,9.38,38486,4.6
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,Paperback,2014,21.45,37676,4.7
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,2014,15.0,11998,4.6
A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,Paperback,2014,1.05,738,4.6
The Giver (Giver Quartet),Lois Lowry,Mass Market Paperback,2014,24.33,39201,4.6
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,Board book,2014,4.59,37117.0,4.9
Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,Paperback,2014,17.48,3570,4.7
Minecraft: Essential Handbook,Stephanie Milton,Hardcover,2014,14.17,908.0,4.7
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,2014,18.29,8442,4.5
First 100 Words: A Padded Board Book,Roger Priddy,Board book,2015,4.78,37028,4.7
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,2015,8.89,58655.0,4.5
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2015,4.99,11768,4.6
Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,Paperback,2015,12.15,15463,4.7
StrengthsFinder 2.0,Gallup,Hardcover,2015,20.96,8179.0,4.1
Go Set a Watchman: A Novel,Harper Lee,Hardcover,2015,14.99,52438,3.8
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,Paperback,2015,11.97,8298,4.7
All the Light We Cannot See,Anthony Doerr,Hardcover,2015,15.15,215211,4.5
The Girl on the Train,Paula Hawkins,Hardcover,2015,11.0,492065,4.1
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Paperback,2015,6.91,4338,4.5
Diary of a Wimpy Kid #10: Old School,Jeff Kinney,Hardcover,2015,12.95,31171,4.7
To Kill a Mockingbird,Harper Lee,Mass Market Paperback,2015,21.18,130576,4.7
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,Paperback,2015,7.99,3984,4.6
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,Paperback,2015,8.49,3190,4.5
Humans of New York : Stories,Brandon Stanton,Hardcover,2015,15.69,5378,4.9
The Martian,Andy Weir,Paperback,2015,10.41,170708,4.6
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2015,7.49,48018,4.9
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,2015,4.99,5943,4.5
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2015,5.0,28319,4.9
The Day the Crayons Quit,Drew Daywalt,Hardcover,2015,9.4,22779,4.8
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Paperback,2015,16.99,82114,4.6
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2015,8.89,43000,4.9
Mindset: The New Psychology of Success,Carol S. S. Dweck,Paperback,2015,11.66,23651.0,4.6
"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",E L James,Paperback,2015,12.41,117813,4.5
Creative Haven Creative Cats Coloring Book (Adult Coloring Books: Pets),Marjorie Sarnat,Paperback,2015,5.99,5209,4.8
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2015,10.3,111867,4.7
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,2015,8.39,89689,4.8
Balance (Angie’s Extreme Stress Menders),Angie Grace,Paperback,2015,11.95,2289,4.6
Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,Paperback,2015,5.38,5322,4.7
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Hardcover,2015,22.99,15069.0,4.6
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2015,5.94,28899.0,4.8
Wonder,R. J. Palacio,Hardcover,2015,9.4,83305,4.7
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2015,19.55,9404,4.7
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2015,7.74,107936,4.7
Being Mortal: Medicine and What Matters in the End,Atul Gawande,Hardcover,2015,16.06,44846,4.7
Love You Forever,Robert Munsch,Paperback,2015,4.98,59693,4.9
The Very Hungry Caterpillar,Eric Carle,Board book,2015,5.57,59818,4.9
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2015,12.49,12968,4.5
Between the World and Me,Ta-Nehisi Coates,Hardcover,2015,13.59,39076,4.6
Baby Touch and Feel: Animals,DK,Board book,2015,5.67,11042.0,4.7
The Book with No Pictures,B. J. Novak,Hardcover,2015,9.9,19063,4.8
The Wright Brothers,David McCullough,Hardcover,2015,17.1,20256,4.5
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Adult Coloring Books: Animals),Marty Noble,Paperback,2015,5.39,2650,4.6
The Nightingale: A Novel,Kristin Hannah,Hardcover,2015,15.73,284246,4.7
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",Ree Drummond,Hardcover,2015,15.69,8487,4.8
What Pet Should I Get? (Classic Seuss),Dr. Seuss,Hardcover,2015,9.4,6554,4.8
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2015,12.0,12773,4.5
Harry Potter Coloring Book,Scholastic,Paperback,2015,11.6,15764,4.8
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,Mass Market Paperback,2015,9.99,42390,4.5
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Hardcover,2015,16.26,16485.0,4.6
Diary of a Minecraft Zombie Book 1: A Scare of A Dare (Minecraft Adventure),Zack Zombie,Paperback,2015,1.15,18650,4.7
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2015,6.84,15462,4.4
Lost Ocean: An Inky Adventure and Coloring Book for Adults,Johanna Basford,Paperback,2015,14.95,8248,4.7
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,Hardcover,2015,19.34,12414.0,4.6
The Official SAT Study Guide,The College Board,Paperback,2015,1.87,1559.0,4.4
10-Day Green Smoothie Cleanse,JJ Smith,Paperback,2015,9.89,37676,4.7
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2015,12.99,40366,4.7
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,Board book,2015,4.59,37117.0,4.9
The Day the Crayons Came Home,Drew Daywalt,Hardcover,2015,12.72,5813,4.8
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Hardcover,2015,15.86,22525,4.6
Paper Towns,John Green,Paperback,2015,7.68,35554,4.2
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Paperback,2015,12.49,75429,4.7
Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series),Laurence J. Kotlikoff,Hardcover,2015,8.88,3546,4.2
"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer",Rick Riordan,Hardcover,2015,11.46,22900,4.7
Dragons Love Tacos,Adam Rubin,Hardcover,2015,9.92,18109,4.8
Fahrenheit 451,Ray Bradbury,Paperback,2015,8.36,48397,4.6
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2015,7.93,26303.0,4.8
Potty (Leslie Patricelli board books),Leslie Patricelli,Board book,2015,8.99,13737,4.7
Thing Explainer: Complicated Stuff in Simple Words,Randall Munroe,Hardcover,2015,17.69,4406,4.5
Dead Wake: The Last Crossing of the Lusitania,Erik Larson,Hardcover,2015,19.75,31179,4.4
The Going To Bed Book,Sandra Boynton,Board book,2015,3.97,17461,4.8
"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",Ali Maffucci,Paperback,2015,10.68,3851,4.4
Mystical Mandala Coloring Book (Dover Mandala Coloring Books),Alberta Hutchinson,Paperback,2015,3.99,2992,4.5
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Paperback,2015,97.98,13018,4.7
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,Paperback,2015,5.9,4965.0,4.6
The 20/20 Diet: Turn Your Weight Loss Vision Into Reality,Phil McGraw,Hardcover,2015,12.0,8936.0,4.0
Night (Night),Elie Wiesel,Paperback,2015,6.27,20173,4.7
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2015,17.16,32903,4.8
The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,2015,11.69,12649,4.9
The Road to Character,David Brooks,Hardcover,2015,14.63,6036,4.3
Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,Board book,2015,5.0,13571,4.8
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,2015,11.15,140724,4.6
Guess How Much I Love You,Sam McBratney,Board book,2015,13.29,5520,4.8
"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",Valentina Harper,Paperback,2015,9.99,1827,4.7
Little Blue Truck,Alice Schertle,Board book,2015,1.0,1961,4.9
The Outsiders,S. E. Hinton,Paperback,2015,5.74,36154,4.8
"Thinking, Fast and Slow",Daniel Kahneman,Paperback,2015,11.29,40480,4.6
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,Paperback,2015,7.59,6473,4.6
1984,George Orwell,Mass Market Paperback,2015,7.48,110297,4.6
"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,2015,15.0,11998,4.6
Emotional Intelligence 2.0,Travis Bradberry,Hardcover,2015,14.98,12649,4.5
For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,Hardcover,2015,9.5,3681,4.6
Press Here (Herve Tullet),Herve Tullet,Hardcover,2015,11.77,14246,4.8
Little Blue Truck board book,Alice Schertle,Board book,2015,1.36,8207,4.9
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Board book,2015,4.94,52447.0,4.9
A Long Walk to Water: Based on a True Story,Linda Sue Park,Paperback,2015,7.0,23694,4.7
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Mass Market Paperback,2015,34.39,51194,4.7
Rogue Lawyer: A Novel,John Grisham,Hardcover,2015,14.41,63235,4.0
Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults),Lilt Kids Coloring Books,Paperback,2015,5.87,1069,4.5
Lord of the Flies,William Golding,Mass Market Paperback,2015,5.79,45608,4.5
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,Hardcover,2016,13.5,101749,4.3
StrengthsFinder 2.0,Gallup,Hardcover,2016,20.96,8179.0,4.1
First 100 Words: A Padded Board Book,Roger Priddy,Board book,2016,4.78,37028,4.7
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,Hardcover,2016,8.89,58655.0,4.5
"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,2016,7.49,48018,4.9
Diary of a Wimpy Kid #11: Double Down,Jeff Kinney,Hardcover,2016,15.1,28303,4.7
When Breath Becomes Air,Paul Kalanithi,Hardcover,2016,17.34,99693,4.7
Giraffes Can't Dance (Board Book),Giles Andreae,Board book,2016,5.94,28899.0,4.8
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,2016,8.39,89689,4.8
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,Hardcover,2016,16.26,16485.0,4.6
A Man Called Ove: A Novel,Fredrik Backman,Paperback,2016,10.93,186099,4.6
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,2016,19.36,21296,4.6
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2016,10.3,111867,4.7
The Magnolia Story,Chip Gaines,Hardcover,2016,11.96,21906,4.7
Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,2016,4.99,11768,4.6
To Kill a Mockingbird,Harper Lee,Mass Market Paperback,2016,21.18,130576,4.7
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Hardcover,2016,13.17,95582,4.3
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,Hardcover,2016,13.39,15135,4.6
Hamilton: The Revolution,Lin-Manuel Miranda,Hardcover,2016,26.13,14251,4.9
The Girl on the Train,Paula Hawkins,Paperback,2016,10.33,492065,4.1
Mindset: The New Psychology of Success,Carol S. S. Dweck,Paperback,2016,11.66,23651.0,4.6
"The Official SAT Study Guide, 2016 Edition",The College Board,Paperback,2016,2.95,1119,4.4
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,2016,7.74,107936,4.7
Milk and Honey,Rupi Kaur,Paperback,2016,7.83,60311,4.7
The Going To Bed Book,Sandra Boynton,Board book,2016,3.97,17461,4.8
Born to Run,Bruce Springsteen,Hardcover,2016,16.99,12964,4.6
Alexander Hamilton,Ron Chernow,Paperback,2016,12.64,31809,4.7
The Very Hungry Caterpillar,Eric Carle,Board book,2016,5.57,59818,4.9
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,2016,19.55,9404,4.7
The Constitution of the United States,Delegates of the Constitutional Convention,Pamphlet,2016,1.5,5978.0,4.9
Wonder,R. J. Palacio,Hardcover,2016,9.4,83305,4.7
The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,2016,9.4,28445,4.9
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,2016,8.89,45561,4.7
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,Hardcover,2016,22.99,15069.0,4.6
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,Paperback,2016,1.24,5245.0,4.7
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2016,12.49,12968,4.5
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,Hardcover,2016,15.69,11138,4.7
Between the World and Me,Ta-Nehisi Coates,Hardcover,2016,13.59,39076,4.6
Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,Paperback,2016,6.14,21342,4.6
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2016,5.0,28319,4.9
"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,2016,8.89,43000,4.9
Night (Night),Elie Wiesel,Paperback,2016,6.27,20173,4.7
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,2016,45.44,112378,4.9
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Hardcover,2016,21.34,25676,4.9
10-Day Green Smoothie Cleanse,JJ Smith,Paperback,2016,9.89,37676,4.7
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Paperback,2016,10.49,11660,4.7
The Nightingale: A Novel,Kristin Hannah,Hardcover,2016,15.73,284246,4.7
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2) (2)",J. K. Rowling,Hardcover,2016,23.63,14694,4.9
Fahrenheit 451,Ray Bradbury,Paperback,2016,8.36,48397,4.6
Love You Forever,Robert Munsch,Paperback,2016,4.98,59693,4.9
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2016,6.84,15462,4.4
"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,Hardcover,2016,19.34,12414.0,4.6
All the Light We Cannot See,Anthony Doerr,Hardcover,2016,15.15,215211,4.5
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Board book,2016,4.94,52447.0,4.9
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,2016,11.15,140724,4.6
"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,Paperback,2016,10.59,10818,4.9
The Whistler,John Grisham,Hardcover,2016,15.68,104022,4.3
If Animals Kissed Good Night,Ann Whitford Paul,Board book,2016,4.19,73082,4.8
Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,Hardcover,2016,18.63,2610,4.7
"The Trials of Apollo, Book 1: The Hidden Oracle",Rick Riordan,Hardcover,2016,11.2,22426,4.7
Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,2016,4.99,5943,4.5
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,Hardcover,2016,4.02,13773.0,4.8
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2016,12.99,40366,4.7
"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,Hardcover,2016,12.99,13621,4.1
First 100 Animals,Roger Priddy,Board book,2016,5.68,9978,4.8
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,Paperback,2016,8.49,3190,4.5
Goodnight Moon,Margaret Wise Brown,Board book,2016,5.36,27609,4.9
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Paperback,2016,8.99,29037,4.7
Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,Paperback,2016,8.54,36835,4.3
Grit: The Power of Passion and Perseverance,Angela Duckworth,Hardcover,2016,15.69,18370,4.6
Emotional Intelligence 2.0,Travis Bradberry,Hardcover,2016,14.98,12649,4.5
The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,Hardcover,2016,14.65,66695,4.4
The Outsiders,S. E. Hinton,Paperback,2016,5.74,36154,4.8
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,Hardcover,2016,27.99,9969,4.9
Me Before You: A Novel (Movie Tie-In),Jojo Moyes,Paperback,2016,1.18,1231,4.6
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,Board book,2016,4.59,37117.0,4.9
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2016,7.93,26303.0,4.8
Potty (Leslie Patricelli board books),Leslie Patricelli,Board book,2016,8.99,13737,4.7
"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Hardcover,2016,15.89,11522,4.6
"First 100 Padded: Numbers, Colors, Shapes",Roger Priddy,Hardcover,2016,5.59,7333,4.8
Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,Paperback,2016,7.04,7395,4.7
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,2016,11.8,13254,4.4
Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,Paperback,2016,9.99,1597,4.5
The Book with No Pictures,B. J. Novak,Hardcover,2016,9.9,19063,4.8
Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,Paperback,2016,5.38,5322,4.7
"Magnus Chase and the Gods of Asgard, Book 2: Hammer of Thor, The-Magnus Chase and the Gods of Asgard, Book 2",Rick Riordan,Hardcover,2016,10.49,14178,4.7
Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,Paperback,2016,12.15,15463,4.7
Harry Potter and the Sorcerer's Stone,J.K. Rowling,Paperback,2016,6.98,5291,4.8
Dragons Love Tacos,Adam Rubin,Hardcover,2016,9.92,18109,4.8
D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,Hardcover,2016,26.1,50464.0,4.9
"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,Paperback,2016,7.59,6473,4.6
1984,George Orwell,Mass Market Paperback,2016,7.48,110297,4.6
"The Giver: A Newbery Award Winner (Giver Quartet, 1)",Lois Lowry,Paperback,2016,7.87,39201,4.6
"Thinking, Fast and Slow",Daniel Kahneman,Paperback,2016,11.29,40480,4.6
