Title,Authors,Book_cover,Year,Price($),Reviews,Ratings
The Institute: A Novel,Stephen King,Hardcover,2019,15.83,56367,4.6
The Testaments: The Sequel to The Handmaid's Tale,Margaret Atwood,Hardcover,2019,14.38,67722,4.6
Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,Scholastic,Paperback,2019,1.36,21246,4.8
CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Paperback,2019,6.99,21142,4.5
"Carson Dellosa Sight Words Flash Cards Kindergarten, First Words Flash Cards, High Frequency Vocabulary Words, and Picture Words Flash Cards for Toddlers Ages 4+",Brighter Child,Cards,2019,4.32,50775.0,4.8
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,Hardcover,2019,13.79,112372,4.8
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Hardcover,2019,11.58,43644,4.7
The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,2019,12.99,40366,4.7
Sapiens: A Brief History of Humankind,Yuval Harari,Paperback,2019,13.06,134040.0,4.6
What to Expect When You're Expecting,Heidi Murkoff,Paperback,2019,12.88,32903,4.8
Where the Crawdads Sing,Delia Owens,Paperback,2019,11.14,612174,4.7
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Paperback,2019,8.99,29037,4.7
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,2019,11.15,140724,4.6
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,2019,12.49,12968,4.5
The Pout-Pout Fish,Deborah Diesen,Board book,2019,4.98,25831,4.8
Talking to Strangers: What We Should Know about the People We Don't Know,Malcolm Gladwell,Hardcover,2019,15.68,22568,4.4
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,2019,5.0,28319,4.9
The Overstory: A Novel,Richard Powers,Paperback,2019,12.74,36730,4.4
Fahrenheit 451,Ray Bradbury,Paperback,2019,8.36,48397,4.6
StrengthsFinder 2.0,Gallup,Hardcover,2019,20.96,8179.0,4.1
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Hardcover,2019,14.43,58061,4.7
Eleanor Oliphant Is Completely Fine: A Novel,Gail Honeyman,Paperback,2019,8.39,226455,4.5
Me: Elton John Official Autobiography,Elton John,Hardcover,2019,14.99,27357,4.7
The Road Back to You: An Enneagram Journey to Self-Discovery,Ian Morgan Cron,Hardcover,2019,9.99,12576,4.7
The Tattooist of Auschwitz: A Novel,Heather Morris,Paperback,2019,9.39,158487,4.6
People of Walmart Adult Coloring Book: Rolling Back Dignity,Andrew Kipple,Paperback,2019,12.99,11508.0,4.7
The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,2019,6.84,15462,4.4
The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America’s Test Kitchen Kids,Hardcover,2019,10.49,21392.0,4.8
"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",Rachel Maddow,Hardcover,2019,14.99,10166,4.8
Love You Forever,Robert Munsch,Paperback,2019,4.98,59693,4.9
"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,Paperback,2019,13.49,16563,4.4
The Giving Tree,Shel Silverstein,Hardcover,2019,10.98,32261,4.9
Dragons Love Tacos,Adam Rubin,Hardcover,2019,9.92,18109,4.8
How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,2019,10.3,111867,4.7
Magnolia Table,Joanna Gaines,Hardcover,2019,14.86,34312,4.8
The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),Dr. Jason Fung,Paperback,2019,14.39,34873,4.6
"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",Mary Pope Osborne,Paperback,2019,14.98,21542,4.8
Then She Was Gone: A Novel,Lisa Jewell,Paperback,2019,8.39,91520,4.5
The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,David McCullough,Hardcover,2019,14.45,10364,4.4
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,Paperback,2019,9.58,40829.0,4.0
"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,Hardcover,2019,26.37,11797,4.7
"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,Paperback,2019,7.93,26303.0,4.8
There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),Tish Rabe,Hardcover,2019,5.98,26082,4.8
How to Draw 101 Animals (1),Dan Green,Paperback,2019,4.99,26504,4.7
Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,Paperback,2019,17.06,10170,4.6
The Outsiders,S. E. Hinton,Paperback,2019,5.74,36154,4.8
The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,Crazy Corey,Paperback,2019,6.39,17441,4.6
