,Ranks,Title,Authors,Book_cover,Price,Reviews,Ratings,Year
371,76,"Deadlocked (Sookie Stackhouse/True Blood, Book 12)",Charlaine Harris,Hardcover,17.40,"6,730",4.5,2012
372,77,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,15.00,"11,998",4.6,2012
373,78,Forks Over Knives: The Plant-Based Way to Health. The #1 New York Times Bestseller,Gene Stone,Paperback,23.90,"3,204",4.5,2012
374,79,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,11.69,"12,649",4.9,2012
375,80,Notorious Nineteen: A Stephanie Plum Novel,Janet Evanovich,Hardcover,14.33,"14,611",4.5,2012
376,81,"The 4-Hour Chef: The Simple Path to Cooking Like a Pro, Learning Anything, and Living the Good Life",Timothy Ferriss,Hardcover,29.24,"3,211",4.5,2012
377,82,Cloud Atlas,David Mitchell,Paperback,11.69,"11,191",4.3,2012
378,83,The Alchemist,Paulo Coelho,Paperback,18.70,"3,977",4.7,2012
379,84,The Hunger Games,Suzanne Collins,Hardcover,12.79,"80,772",4.7,2012
380,85,"Help, Thanks, Wow: The Three Essential Prayers",Anne Lamott,Hardcover,10.70,"3,035",4.6,2012
381,86,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2012
382,87,"Stop Living In This Land, Go To The Everlasting World Of Happiness, Live There Forever",Woo Myung,Hardcover,,57,4.0,2012
383,88,"To Heaven and Back: A Doctor's Extraordinary Account of Her Death, Heaven, Angels, and Life Again: A True Story",Mary C. Neal,Paperback,9.39,"6,836",4.5,2012
384,89,"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,Paperback,10.99,"13,677",4.5,2012
385,90,Catching Fire (Hunger Games),Suzanne Collins,Paperback,,"64,876",4.7,2012
386,91,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,Hardcover,20.99,"26,088",4.8,2012
387,92,"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Jeff Kinney,Hardcover,,"20,980",4.7,2012
388,93,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,Paperback,9.66,"12,914",4.6,2012
389,94,The Passage of Power: The Years of Lyndon Johnson,Robert A. Caro,Hardcover,35.78,"2,378",4.7,2012
390,95,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,Ree Drummond,Hardcover,14.39,"5,748",4.8,2012
391,96,"Divine Healing Hands: Experience Divine Power to Heal You, Animals, and Nature, and to Transform All Life (Soul Power)",,Hardcover,17.31,Zhi Gang Sha Dr.,4.6,2012
392,97,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",,Paperback,21.22,Thomas Campbell,4.7,2012
393,,,,,,,,2012
394,99,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,Timothy Keller,Hardcover,21.49,"7,955",4.8,2012
395,100,Night (Night),Elie Wiesel,Paperback,6.27,"20,173",4.7,2012
396,1,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2013
397,2,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Hardcover,14.94,"17,083",4.5,2013
398,3,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,Hardcover,10.39,"26,424",4.6,2013
399,4,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Hardcover,11.36,"10,200",4.9,2013
400,5,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2013
401,6,Inferno: A Novel (Robert Langdon),Dan Brown,Hardcover,15.60,"82,436",4.2,2013
402,7,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,Hardcover,12.20,"34,139",4.8,2013
403,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,Hardcover,11.96,"11,066",4.6,2013
404,9,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2013
405,10,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,19.39,"21,074",4.5,2013
406,11,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,,Paperback,11.39,Eben Alexander,4.4,2013
407,12,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Paperback,97.98,"13,018",4.7,2013
408,13,The Official SAT Study Guide,,Paperback,,The College Board,4.4,2013
409,14,The Fault in Our Stars,John Green,Hardcover,10.80,"160,016",4.6,2013
410,15,The Book Thief,Markus Zusak,Paperback,7.83,"67,255",4.6,2013
411,16,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2013
412,17,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,,"4,966",4.7,2013
413,18,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2013
414,19,Divergent,Veronica Roth,Paperback,12.92,"17,842",4.7,2013
415,20,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.99,"11,768",4.6,2013
416,21,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2013
417,22,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,Hardcover,9.99,"13,528",4.4,2013
418,23,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,Mass Market Paperback,,"8,392",4.7,2013
419,24,Allegiant,Veronica Roth,Hardcover,11.72,"66,894",4.1,2013
420,25,And the Mountains Echoed,Khaled Hosseini,Hardcover,12.98,"40,051",4.3,2013
421,26,Humans of New York,Brandon Stanton,Hardcover,15.67,"5,582",4.8,2013
422,27,The Legend of Zelda: Hyrule Historia,,Hardcover,25.49,Patrick Thorpe,4.9,2013
423,28,Doctor Sleep: A Novel,Stephen King,Hardcover,14.89,"41,118",4.6,2013
424,29,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,4.99,"5,943",4.5,2013
425,30,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,18.50,"124,180",4.1,2013
426,31,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,7.74,"107,936",4.7,2013
427,32,Gone Girl,Gillian Flynn,Hardcover,16.98,"161,539",4.1,2013
428,33,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,Hardcover,24.00,"10,558",4.5,2013
429,34,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Paperback,12.85,"32,109",4.5,2013
430,35,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,11.40,"22,797",4.9,2013
431,36,Sycamore Row (Jake Brigance),John Grisham,Hardcover,16.77,"92,899",4.4,2013
432,37,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,13.69,"10,839",4.4,2013
433,38,"The Pioneer Woman Cooks―A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,Hardcover,15.67,"5,158",4.8,2013
434,39,The Day the Crayons Quit,Drew Daywalt,Hardcover,9.40,"22,779",4.8,2013
435,40,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,Hardcover,13.20,"5,882",4.7,2013
436,41,The Very Hungry Caterpillar,Eric Carle,Board book,5.57,"59,818",4.9,2013
437,42,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",,Hardcover,14.24,Brené Brown,4.7,2013
438,43,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,,Paperback,23.49,Stephen R. Covey,4.6,2013
439,44,Joyland (Hard Case Crime),Stephen King,Paperback,14.36,"16,804",4.5,2013
440,45,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series, 1)",E L James,Paperback,13.99,"111,843",4.2,2013
441,46,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,Hardcover,14.00,289,4.6,2013
442,47,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,,Hardcover,13.99,Ian K. Smith M.D.,4.2,2013
443,48,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,Paperback,12.09,"12,882",4.6,2013
444,49,To Kill a Mockingbird,Harper Lee,Mass Market Paperback,21.18,"130,576",4.7,2013
445,50,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",,Hardcover,19.34,Patrick Lencioni,4.6,2013
446,51,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,15.68,"75,429",4.7,2013
447,52,Ender's Game (The Ender Quintet),Orson Scott Card,Mass Market Paperback,,"39,929",4.6,2013
448,53,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,12.99,"40,366",4.7,2013
449,54,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)",Robert Galbraith,Hardcover,15.11,"71,102",4.2,2013
450,55,What to Expect When You're Expecting,Heidi Murkoff,Paperback,17.14,"32,903",4.8,2013
451,56,America the Beautiful: Rediscovering What Made This Nation Great,,Paperback,7.61,Ben Carson  M.D.,4.7,2013
452,57,The Liberty Amendments: Restoring the American Republic,Mark R. Levin,Hardcover,12.99,"4,338",4.8,2013
453,58,ZEALOT: The Life and Times of Jesus of Nazareth,Reza Aslan,Hardcover,14.49,"10,814",4.4,2013
454,59,The One and Only Ivan: A Newbery Award Winner,,Hardcover,10.64,Katherine Applegate,4.8,2013
455,60,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,18.29,"8,442",4.5,2013
456,61,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,Si Robertson,Hardcover,9.90,"2,567",4.7,2013
457,62,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great",Gwyneth Paltrow,Hardcover,24.90,"1,471",4.5,2013
458,63,Outliers: The Story of Success,Malcolm Gladwell,Paperback,16.99,"35,958",4.6,2013
459,64,Jerusalem: A Cookbook,Yotam Ottolenghi,Hardcover,19.29,"5,551",4.8,2013
460,65,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal",,Hardcover,45.75,Kelly Starrett,4.7,2013
461,66,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",,Hardcover,13.95,David Perlmutter MD,4.5,2013
462,67,Looking for Alaska,John Green,Paperback,7.64,"31,755",4.5,2013
463,68,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,Hardcover,18.20,"19,927",4.5,2013
464,69,Love You Forever,Robert Munsch,Paperback,4.98,"59,693",4.9,2013
465,70,The Perks of Being a Wallflower,Stephen Chbosky,Paperback,11.22,"38,349",4.7,2013
466,71,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,,Paperback,11.98,Diane Sanfilippo,4.6,2013
467,72,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),E L James,Paperback,23.74,"69,966",4.6,2013
468,73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting",,Hardcover,12.94,Dr Dr Michael Mosley,4.3,2013
469,74,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,11.69,"12,649",4.9,2013
470,75,Divergent / Insurgent,Veronica Roth,Hardcover,9.44,"60,255",4.5,2013
471,76,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,10.30,"111,867",4.7,2013
472,77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",Doris Kearns Goodwin,Hardcover,23.76,"4,151",4.5,2013
473,78,The Hunger Games (Book 1),Suzanne Collins,Paperback,7.19,"80,772",4.7,2013
474,79,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,,Paperback,9.99,Nick J. Tate,3.8,2013
475,80,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,Paperback,10.59,"24,227",4.7,2013
476,81,The Immortal Life of Henrietta Lacks,Rebecca Skloot,Paperback,13.09,"27,813",4.6,2013
477,82,Night (Night),Elie Wiesel,Paperback,6.27,"20,173",4.7,2013
478,83,Fifty Shades Darker,E L James,Paperback,10.25,"75,917",4.5,2013
479,84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",,Paperback,12.99,Joel Fuhrman MD,4.5,2013
480,85,"Forks Over Knives―The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day",Del Sroufe,Paperback,10.99,"13,677",4.5,2013
481,86,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)",E L James,Paperback,11.80,"61,913",4.5,2013
482,87,The Alchemist,Paulo Coelho,Paperback,18.70,"3,977",4.7,2013
483,88,The Catcher in the Rye,J.D. Salinger,Mass Market Paperback,8.93,"37,751",4.4,2013
484,89,Mindset: The New Psychology of Success,,Paperback,11.66,Carol S. S. Dweck,4.6,2013
485,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,Hardcover,16.50,"2,363",4.4,2013
486,91,MyMathLab: Student Access Kit,,Printed Access Code,71.48,Addison-Wesley Nivaldo J. Addison-Wesley,4.2,2013
487,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,Paperback,7.93,Valorie Schaefer,4.8,2013
488,93,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,Hardcover,15.61,"37,118",4.6,2013
489,94,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,Hardcover,12.56,"11,487",4.5,2013
490,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow",Tom Rath,Hardcover,15.52,"2,621",4.5,2013
491,96,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,,Paperback,12.82,Kaplan,4.3,2013
492,97,The Longest Ride,Nicholas Sparks,Hardcover,15.52,"30,300",4.6,2013
493,98,Life Code: The New Rules for Winning in the Real World,,Hardcover,13.95,Phil McGraw,4.4,2013
494,99,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,Hardcover,22.49,"10,233",4.5,2013
495,100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)",Robert Jordan,Hardcover,20.99,"26,088",4.8,2013
496,1,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2014
497,2,Frozen (Little Golden Book),,Hardcover,,RH Disney,4.7,2014
498,3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.99,"11,768",4.6,2014
499,4,The Fault in Our Stars,John Green,Paperback,11.69,"160,016",4.6,2014
500,5,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,Hardcover,10.97,"29,808",4.6,2014
501,6,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,18.99,"19,752",4.5,2014
502,7,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,Hardcover,15.86,"22,525",4.6,2014
503,8,The Blood of Olympus (The Heroes of Olympus),Rick Riordan,Hardcover,11.48,"41,881",4.8,2014
504,9,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2014
505,10,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Paperback,12.49,"75,429",4.7,2014
506,11,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,,Paperback,5.90,DK,4.6,2014
507,12,The Day the Crayons Quit,Drew Daywalt,Hardcover,9.40,"22,779",4.8,2014
508,13,Divergent,Veronica Roth,Paperback,12.92,"17,842",4.7,2014
509,14,The Fault in Our Stars,John Green,Hardcover,10.80,"160,016",4.6,2014
510,15,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2014
511,16,To Kill a Mockingbird,Harper Lee,Mass Market Paperback,21.18,"130,576",4.7,2014
512,17,Gone Girl,Gillian Flynn,Paperback,12.90,"161,539",4.1,2014
513,18,The Book Thief,Markus Zusak,Paperback,7.83,"67,255",4.6,2014
514,19,The Official SAT Study Guide,,Paperback,,The College Board,4.4,2014
515,20,Humans of New York,Brandon Stanton,Hardcover,15.67,"5,582",4.8,2014
516,21,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Hardcover,18.50,"124,180",4.1,2014
517,22,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,Paperback,97.98,"13,018",4.7,2014
518,23,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2014
519,24,The Book with No Pictures,B. J. Novak,Hardcover,9.90,"19,063",4.8,2014
520,25,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,Hardcover,10.99,"5,471",4.9,2014
521,26,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,Paperback,,"4,966",4.7,2014
522,27,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,4.99,"5,943",4.5,2014
523,28,JOURNEY TO THE ICE P,RH Disney,Paperback,7.11,"1,100",4.6,2014
524,29,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2014
525,30,Little Blue Truck,Alice Schertle,Board book,,"1,961",4.9,2014
526,31,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,Hardcover,18.29,"2,438",4.6,2014
527,32,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.78,"37,028",4.7,2014
528,33,If I Stay,Gayle Forman,Paperback,8.77,"25,829",4.3,2014
529,34,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,Mass Market Paperback,34.39,"51,194",4.7,2014
530,35,Divergent / Insurgent,Veronica Roth,Hardcover,9.44,"60,255",4.5,2014
531,36,Capital in the Twenty First Century,Thomas Piketty,Hardcover,26.97,"5,345",4.5,2014
532,37,Orphan Train,Christina Baker Kline,Paperback,14.99,"78,917",4.5,2014
533,38,Mindset: The New Psychology of Success,,Paperback,11.66,Carol S. S. Dweck,4.6,2014
534,39,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,10.30,"111,867",4.7,2014
535,40,The Very Hungry Caterpillar,Eric Carle,Board book,5.57,"59,818",4.9,2014
536,41,All the Light We Cannot See,Anthony Doerr,Hardcover,15.15,"215,211",4.5,2014
537,42,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",,Hardcover,13.95,David Perlmutter MD,4.5,2014
538,43,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,Hardcover,15.68,"75,429",4.7,2014
539,44,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),,Hardcover,22.99,Thug Kitchen,4.6,2014
540,45,The Alchemist,Paulo Coelho,Paperback,18.70,"3,977",4.7,2014
541,46,Looking for Alaska,John Green,Paperback,7.64,"31,755",4.5,2014
542,47,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2014
543,48,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Paperback,16.99,"82,114",4.6,2014
544,49,Love You Forever,Robert Munsch,Paperback,4.98,"59,693",4.9,2014
545,50,The Maze Runner (Book 1),James Dashner,Paperback,8.46,"42,410",4.4,2014
546,51,Allegiant,Veronica Roth,Hardcover,11.72,"66,894",4.1,2014
547,52,Yes Please,Amy Poehler,Hardcover,14.52,"20,536",4.2,2014
548,53,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",,Hardcover,19.34,Patrick Lencioni,4.6,2014
549,54,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,7.74,"107,936",4.7,2014
550,55,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,19.55,"9,404",4.7,2014
551,56,41: A Portrait of My Father,George W. Bush,Hardcover,10.82,"5,029",4.6,2014
552,57,Minecraft: The Complete Handbook Collection,Stephanie Milton,Hardcover,53.00,"1,434",4.8,2014
553,58,Frozen: A Tale of Two Sisters,Melissa Lagonegro,Paperback,5.99,"2,249",4.4,2014
554,59,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,Hardcover,11.36,"10,200",4.9,2014
555,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,12.99,"40,366",4.7,2014
556,61,Divergent / Insurgent / Allegiant,Veronica Roth,Hardcover,34.15,"4,662",4.6,2014
557,62,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Todd Burpo,Paperback,10.49,"24,987",4.6,2014
558,63,Flash Boys,Michael Lewis,Hardcover,18.99,"17,842",4.5,2014
559,64,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Rush Limbaugh,Hardcover,11.63,"4,885",4.9,2014
560,65,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,5.00,"28,319",4.9,2014
561,66,The Going To Bed Book,Sandra Boynton,Board book,3.97,"17,461",4.8,2014
562,67,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,Hardcover,29.49,"10,480",4.7,2014
563,68,The Real ACT Prep Guide,,Paperback,53.90,ACT,4.4,2014
564,69,Gray Mountain: A Novel,John Grisham,Hardcover,13.86,"86,432",4.0,2014
565,70,What to Expect When You're Expecting,Heidi Murkoff,Paperback,17.14,"32,903",4.8,2014
566,71,The Jesus Storybook Bible: Every Story Whispers His Name,Sally Lloyd-Jones,Hardcover,11.69,"12,649",4.9,2014
567,72,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,Hardcover,14.94,"17,083",4.5,2014
568,73,The Invention of Wings,Sue Monk Kidd,Hardcover,17.48,"53,625",4.5,2014
569,74,Lord of the Flies,William Golding,Mass Market Paperback,5.79,"45,608",4.5,2014
570,75,Night (Night),Elie Wiesel,Paperback,6.27,"20,173",4.7,2014
571,76,The Catcher in the Rye,J.D. Salinger,Mass Market Paperback,8.93,"37,751",4.4,2014
572,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Zhi Gang Sha,Hardcover,14.00,289,4.6,2014
573,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,Paperback,7.93,Valorie Schaefer,4.8,2014
574,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Gina Homolka,Hardcover,17.27,"8,688",4.7,2014
575,80,Fahrenheit 451,Ray Bradbury,Paperback,8.36,"48,397",4.6,2014
576,81,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,Hardcover,11.40,"22,797",4.9,2014
577,82,Paper Towns,John Green,Paperback,7.68,"35,554",4.2,2014
578,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,Paperback,7.59,"6,473",4.6,2014
579,84,1984,George Orwell,Mass Market Paperback,7.48,"110,297",4.6,2014
580,85,The Outsiders,S. E. Hinton,Paperback,5.74,"36,154",4.8,2014
581,86,MONEY Master the Game: 7 Simple Steps to Financial Freedom (Tony Robbins Financial Freedom),Tony Robbins,Hardcover,17.29,"13,494",4.6,2014
582,87,Goodnight Moon,Margaret Wise Brown,Board book,5.36,"27,609",4.9,2014
583,88,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,Paperback,12.85,"32,109",4.5,2014
584,89,Revival: A Novel,Stephen King,Hardcover,13.80,"30,144",4.2,2014
585,90,Giraffes Can't Dance (Board Book),,Board book,5.94,Giles Andreae,4.8,2014
586,91,Minecraft: Redstone Handbook: An Official Mojang Book,,Hardcover,14.99,Scholastic,4.7,2014
587,92,Of Mice and Men,John Steinbeck,Mass Market Paperback,9.38,"38,486",4.6,2014
588,93,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,JJ Smith,Paperback,21.45,"37,676",4.7,2014
589,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",Kerry Patterson,Paperback,15.00,"11,998",4.6,2014
590,95,A Day in the Sun (Disney Frozen) (Pictureback(R)),Frank Berrios,Paperback,,738,4.6,2014
591,96,The Giver (Giver Quartet),Lois Lowry,Mass Market Paperback,24.33,"39,201",4.6,2014
592,97,Chicka Chicka Boom Boom (Board Book),,Board book,4.59,Bill Martin Jr.,4.9,2014
593,98,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,Danielle Walker,Paperback,17.48,"3,570",4.7,2014
594,99,Minecraft: Essential Handbook,,Hardcover,14.17,Stephanie Milton,4.7,2014
595,100,Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,Hardcover,18.29,"8,442",4.5,2014
596,1,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.78,"37,028",4.7,2015
597,2,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,Hardcover,8.89,Marie Kondō,4.5,2015
598,3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.99,"11,768",4.6,2015
599,4,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,Paperback,12.15,"15,463",4.7,2015
600,5,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2015
601,6,Go Set a Watchman: A Novel,Harper Lee,Hardcover,14.99,"52,438",3.8,2015
602,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",Johanna Basford,Paperback,11.97,"8,298",4.7,2015
603,8,All the Light We Cannot See,Anthony Doerr,Hardcover,15.15,"215,211",4.5,2015
604,9,The Girl on the Train,Paula Hawkins,Hardcover,11.00,"492,065",4.1,2015
605,10,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,Paperback,6.91,"4,338",4.5,2015
606,11,Diary of a Wimpy Kid #10: Old School,Jeff Kinney,Hardcover,,"31,171",4.7,2015
607,12,To Kill a Mockingbird,Harper Lee,Mass Market Paperback,21.18,"130,576",4.7,2015
608,13,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,Paperback,7.99,"3,984",4.6,2015
