,Ranks,Title,Authors,Book_cover,Price,Reviews,Ratings,Year
747,52,Love You Forever,Robert Munsch,Paperback,4.98,"59,693",4.9,2016
748,53,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2016
749,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",,Hardcover,19.34,Patrick Lencioni,4.6,2016
750,55,All the Light We Cannot See,Anthony Doerr,Hardcover,15.15,"215,211",4.5,2016
751,56,"Brown Bear, Brown Bear, What Do You See?",,Board book,4.94,Bill Martin Jr.,4.9,2016
752,57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,11.15,"140,724",4.6,2016
753,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",Priscilla Shirer,Paperback,10.59,"10,818",4.9,2016
754,59,The Whistler,John Grisham,Hardcover,15.68,"104,022",4.3,2016
755,60,If Animals Kissed Good Night,Ann Whitford Paul,Board book,4.19,"73,082",4.8,2016
756,61,Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,Hardcover,18.63,"2,610",4.7,2016
757,62,"The Trials of Apollo, Book 1: The Hidden Oracle",Rick Riordan,Hardcover,11.20,"22,426",4.7,2016
758,63,Knock-Knock Jokes for Kids: Knock-Knock Jokes for Kids (Joke Book & Gift Idea for Children Ages 6-12. Doubles as a Dad Jokes book for Father's Day and Birthdays) (Laugh-Out-Loud Jokes for Kids),Rob Elliott,Paperback,4.99,"5,943",4.5,2016
759,64,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),,Hardcover,4.02,Golden Books,4.8,2016
760,65,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,12.99,"40,366",4.7,2016
761,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",Gary J. Byrne,Hardcover,12.99,"13,621",4.1,2016
762,67,First 100 Animals,Roger Priddy,Board book,5.68,"9,978",4.8,2016
763,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",Coloring Books for Adults,Paperback,8.49,"3,190",4.5,2016
764,69,Goodnight Moon,Margaret Wise Brown,Board book,5.36,"27,609",4.9,2016
765,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Paperback,8.99,"29,037",4.7,2016
766,71,Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children),Ransom Riggs,Paperback,8.54,"36,835",4.3,2016
767,72,Grit: The Power of Passion and Perseverance,Angela Duckworth,Hardcover,15.69,"18,370",4.6,2016
768,73,Emotional Intelligence 2.0,Travis Bradberry,Hardcover,14.98,"12,649",4.5,2016
769,74,The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel,Colson Whitehead,Hardcover,14.65,"66,695",4.4,2016
770,75,The Outsiders,S. E. Hinton,Paperback,5.74,"36,154",4.8,2016
771,76,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,Hardcover,27.99,"9,969",4.9,2016
772,77,Me Before You: A Novel (Movie Tie-In),Jojo Moyes,Paperback,,"1,231",4.6,2016
773,78,Chicka Chicka Boom Boom (Board Book),,Board book,4.59,Bill Martin Jr.,4.9,2016
774,79,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,Paperback,7.93,Valorie Schaefer,4.8,2016
775,80,Potty (Leslie Patricelli board books),Leslie Patricelli,Board book,8.99,"13,737",4.7,2016
776,81,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Hardcover,15.89,"11,522",4.6,2016
777,82,"First 100 Padded: Numbers, Colors, Shapes",Roger Priddy,Hardcover,5.59,"7,333",4.8,2016
778,83,Good Vibes Coloring Book (Coloring is Fun) (Design Originals): 30 Beginner-Friendly & Relaxing Creative Art Activities; Positive Messages & Inspirational Quotes; Perforated Paper Resists Bleed Through,Thaneeya McArdle,Paperback,7.04,"7,395",4.7,2016
779,84,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,11.80,"13,254",4.4,2016
780,85,Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,Paperback,9.99,"1,597",4.5,2016
781,86,The Book with No Pictures,B. J. Novak,Hardcover,9.90,"19,063",4.8,2016
782,87,Creative Haven Owls Coloring Book (Adult Coloring Books: Animals),Marjorie Sarnat,Paperback,5.38,"5,322",4.7,2016
783,88,"Magnus Chase and the Gods of Asgard, Book 2: Hammer of Thor, The-Magnus Chase and the Gods of Asgard, Book 2",Rick Riordan,Hardcover,10.49,"14,178",4.7,2016
784,89,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,Johanna Basford,Paperback,12.15,"15,463",4.7,2016
785,90,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Paperback,6.98,"5,291",4.8,2016
786,91,Dragons Love Tacos,Adam Rubin,Hardcover,9.92,"18,109",4.8,2016
787,92,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),,Hardcover,26.10,Dungeons & Dragons,4.9,2016
788,93,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Tom Robinson,Paperback,7.59,"6,473",4.6,2016
789,94,1984,George Orwell,Mass Market Paperback,7.48,"110,297",4.6,2016
790,95,"The Giver: A Newbery Award Winner (Giver Quartet, 1)",Lois Lowry,Paperback,7.87,"39,201",4.6,2016
791,,,,,,,,2016
792,97,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,11.29,"40,480",4.6,2016
793,98,Little Blue Truck board book,Alice Schertle,Board book,,"8,207",4.9,2016
794,99,Harry Potter Coloring Book,Scholastic,Paperback,11.60,"15,764",4.8,2016
795,100,The Day the Crayons Quit,Drew Daywalt,Hardcover,9.40,"22,779",4.8,2016
796,1,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2017
797,2,Milk and Honey,Rupi Kaur,Paperback,7.83,"60,311",4.7,2017
798,3,Giraffes Can't Dance (Board Book),,Board book,5.94,Giles Andreae,4.8,2017
799,4,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Hardcover,14.38,"137,991",4.6,2017
800,5,The Getaway,Jeff Kinney,Hardcover,10.62,"29,542",4.7,2017
801,6,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,11.80,"13,254",4.4,2017
802,7,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,Hardcover,13.17,"95,582",4.3,2017
803,8,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Hardcover,9.99,"35,174",4.6,2017
804,9,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.78,"37,028",4.7,2017
805,10,The Whole30: The 30-Day Guide to Total Health and Food Freedom,,Hardcover,16.26,Melissa Hartwig Urban,4.6,2017
806,11,The Handmaid's Tale,Margaret Atwood,Paperback,9.53,"154,668",4.3,2017
807,12,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,8.39,"89,689",4.8,2017
808,13,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,8.89,"45,561",4.7,2017
809,14,What Happened,Hillary Rodham Clinton,Hardcover,13.07,"11,150",4.5,2017
810,15,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2017
811,16,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,Hardcover,11.58,"43,644",4.7,2017
812,17,1984,George Orwell,Mass Market Paperback,7.48,"110,297",4.6,2017
813,18,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,10.30,"111,867",4.7,2017
814,19,Origin: A Novel (Robert Langdon),Dan Brown,Hardcover,19.99,"135,684",4.3,2017
815,20,A Man Called Ove: A Novel,Fredrik Backman,Paperback,10.93,"186,099",4.6,2017
816,21,The Sun and Her Flowers,Rupi Kaur,Paperback,8.89,"21,597",4.7,2017
817,22,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,5.00,"28,319",4.9,2017
818,23,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,7.74,"107,936",4.7,2017
819,24,The Going To Bed Book,Sandra Boynton,Board book,3.97,"17,461",4.8,2017
820,25,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2017
821,26,The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,9.40,"28,445",4.9,2017
822,27,The Shack: Where Tragedy Confronts Eternity,William P. Young,Paperback,10.14,"41,127",4.6,2017
823,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,Hardcover,8.89,Marie Kondō,4.5,2017
824,29,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,Hardcover,15.01,"7,765",4.4,2017
825,30,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),,Hardcover,22.99,Thug Kitchen,4.6,2017
826,31,A Gentleman in Moscow: A Novel,Amor Towles,Hardcover,14.83,"126,769",4.6,2017
827,32,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2017
828,33,Goodnight Moon,Margaret Wise Brown,Board book,5.36,"27,609",4.9,2017
829,34,Thirteen Reasons Why,Jay Asher,Paperback,7.99,"27,506",4.4,2017
830,35,Leonardo da Vinci,Walter Isaacson,Hardcover,19.60,"10,006",4.5,2017
831,36,The Pout-Pout Fish,Deborah Diesen,Board book,4.98,"25,831",4.8,2017
832,37,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3) (3)",Mr. Jim Kay,Hardcover,22.98,"15,226",4.9,2017
833,38,If Animals Kissed Good Night,Ann Whitford Paul,Board book,4.19,"73,082",4.8,2017
834,39,"Brown Bear, Brown Bear, What Do You See?",,Board book,4.94,Bill Martin Jr.,4.9,2017
835,40,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),,Hardcover,26.10,Dungeons & Dragons,4.9,2017
836,41,The Very Hungry Caterpillar,Eric Carle,Board book,5.57,"59,818",4.9,2017
837,42,Puppy Birthday to You! (Paw Patrol) (Little Golden Book),,Hardcover,4.02,Golden Books,4.8,2017
838,43,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.99,"11,768",4.6,2017
839,44,"Tools Of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,Hardcover,15.89,"11,522",4.6,2017
840,45,Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,Paperback,7.99,"7,034",4.5,2017
841,46,Ready Player One: A Novel,Ernest Cline,Paperback,10.45,"147,795",4.6,2017
842,47,Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,Hardcover,13.99,"19,033",4.8,2017
843,48,Obama: An Intimate Portrait,Pete Souza,Hardcover,24.43,"10,408",4.9,2017
844,49,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,19.55,"9,404",4.7,2017
845,50,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,Hardcover,28.49,"49,555",4.4,2017
846,51,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,Paperback,7.93,Valorie Schaefer,4.8,2017
847,52,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,Paperback,10.49,"11,660",4.7,2017
848,53,Big Little Lies,Liane Moriarty,Paperback,13.08,"157,404",4.4,2017
849,54,The Official SAT Study Guide,The College Board,Paperback,,"2,426",4.5,2017
850,55,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,,Hardcover,15.60,Melissa Hartwig Urban,4.6,2017
851,56,"Thinking, Fast and Slow",Daniel Kahneman,Paperback,11.29,"40,480",4.6,2017
852,57,"Jesus Calling, Padded Hardcover, with Scripture References: Enjoying Peace in His Presence (A 365-Day Devotional)",Sarah Young,Hardcover,8.89,"43,000",4.9,2017
853,58,What to Expect When You're Expecting,Heidi Murkoff,Paperback,12.88,"32,903",4.8,2017
854,59,The Glass Castle: A Memoir (book),Jeannette Walls,Paperback,9.68,"39,274",4.6,2017
855,60,The Great Gatsby: The Only Authorized Edition,F. Scott Fitzgerald,Paperback,6.84,"15,462",4.4,2017
856,61,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Oprah Winfrey,Hardcover,14.69,"2,960",4.6,2017
857,62,P is for Potty! (Sesame Street) (Lift-the-Flap),,Board book,5.19,Naomi Kleinberg,4.7,2017
858,63,The Rooster Bar,John Grisham,Hardcover,24.85,"55,428",4.0,2017
859,64,The Giving Tree,Shel Silverstein,Hardcover,10.98,"32,261",4.9,2017
860,65,She Persisted: 13 American Women Who Changed the World,Chelsea Clinton,Hardcover,10.01,"3,172",4.8,2017
861,66,On Tyranny: Twenty Lessons from the Twentieth Century,Timothy Snyder,Paperback,6.30,"28,756",4.7,2017
862,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,11.15,"140,724",4.6,2017
863,68,Fahrenheit 451,Ray Bradbury,Paperback,8.36,"48,397",4.6,2017
864,69,Camino Island: A Novel,John Grisham,Hardcover,15.72,"78,896",4.2,2017
865,70,Turtles All the Way Down,John Green,Hardcover,11.99,"24,496",4.4,2017
866,71,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,Paperback,12.99,"40,366",4.7,2017
867,72,Love You Forever,Robert Munsch,Paperback,4.98,"59,693",4.9,2017
868,73,"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Ree Drummond,Hardcover,17.27,"5,008",4.8,2017
869,74,Mindset: The New Psychology of Success,,Paperback,11.66,Carol S. S. Dweck,4.6,2017
870,75,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz,Board book,5.00,"13,571",4.8,2017
871,76,Grant,Ron Chernow,Hardcover,21.15,"13,463",4.8,2017
872,77,,,,14.05,847,4.6,2017
873,78,Sapiens: A Brief History of Humankind,Yuval Noah Harari,Hardcover,21.49,"134,011",4.6,2017
874,79,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Benjamin Graham,Paperback,16.54,"38,408",4.7,2017
875,80,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",,Hardcover,14.54,Dr. Steven R Gundry  MD,4.4,2017
876,81,"Trials of Apollo, The Book Two: Dark Prophecy, The-Trials of Apollo, The Book Two",Rick Riordan,Hardcover,11.28,"18,212",4.7,2017
877,82,"Everything, Everything",Nicola Yoon,Paperback,8.49,"20,543",4.6,2017
878,83,Start with Why: How Great Leaders Inspire Everyone to Take Action,Simon Sinek,Paperback,9.99,"34,796",4.6,2017
879,84,Norse Mythology,Neil Gaiman,Hardcover,16.50,"33,879",4.5,2017
880,85,Beneath a Scarlet Sky: A Novel,Mark Sullivan,Paperback,13.46,"221,919",4.6,2017
881,86,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Dav Pilkey,Hardcover,,"20,473",4.8,2017
882,87,Lilac Girls: A Novel (Woolsey-Ferriday),Martha Hall Kelly,Paperback,9.90,"53,724",4.5,2017
883,88,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,Hardcover,21.34,"25,676",4.9,2017
884,89,"Magnus Chase and the Gods of Asgard, Book 3: Ship of the Dead, The-Magnus Chase and the Gods of Asgard, Book 3",Rick Riordan,Hardcover,11.39,"14,666",4.7,2017
885,90,"Al Franken, Giant of the Senate",Al Franken,Hardcover,11.62,"10,137",4.7,2017
886,91,Principles: Life and Work,Ray Dalio,Hardcover,18.98,"17,269",4.6,2017
887,92,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Paperback,8.99,"29,037",4.7,2017
888,93,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Paperback,6.98,"31,164",4.3,2017
889,94,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,,Paperback,,Scholastic,4.7,2017
890,95,10-Day Green Smoothie Cleanse,JJ Smith,Paperback,9.89,"37,676",4.7,2017
891,96,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,Hardcover,12.45,"28,741",4.7,2017
892,97,Dragons Love Tacos,Adam Rubin,Hardcover,9.92,"18,109",4.8,2017
893,98,Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,Paperback,45.44,"112,378",4.9,2017
894,99,Killing England: The Brutal Struggle for American Independence (Bill O'Reilly's Killing Series),Bill O'Reilly,Hardcover,18.75,"12,717",4.7,2017
895,100,"Rosie Revere, Engineer (The Questioneers)",Andrea Beaty,Hardcover,10.93,"6,695",4.9,2017
896,1,Becoming,Michelle Obama,Hardcover,17.18,"195,558",4.8,2018
897,2,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,Hardcover,10.99,"41,019",4.5,2018
898,3,The Wonky Donkey,Craig Smith,Paperback,5.28,"80,505",4.8,2018
899,4,Fire and Fury: Inside the Trump White House,Michael Wolff,Hardcover,7.39,"48,877",4.0,2018
900,5,Fear: Trump in the White House,Bob Woodward,Hardcover,12.71,"19,331",4.4,2018
901,6,Last Week Tonight with John Oliver Presents: A Day in the Life of Marlon Bundo (HBO),Jill Twiss,Hardcover,16.99,"16,681",4.9,2018
902,7,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,Hardcover,14.43,"58,061",4.7,2018
903,8,Magnolia Table,Joanna Gaines,Hardcover,14.86,"34,312",4.8,2018
904,9,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with Stephen Colbert,Hardcover,12.00,"10,533",4.6,2018
905,10,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,Hardcover,14.38,"137,991",4.6,2018
906,11,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Hardcover,13.56,"17,429",4.6,2018
907,12,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,Paperback,6.98,"31,164",4.3,2018
908,13,Diary of a Wimpy Kid #13: Meltdown,Jeff Kinney,Hardcover,8.79,"30,159",4.8,2018
909,14,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,Paperback,8.39,"89,689",4.8,2018
910,15,First 100 Words: A Padded Board Book,Roger Priddy,Board book,4.78,"37,028",4.7,2018
911,16,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,Hardcover,,"18,759",4.8,2018
912,17,Educated: A Memoir,Tara Westover,Hardcover,14.66,"208,392",4.6,2018
913,18,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Paperback,8.89,"45,561",4.7,2018
914,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",,Hardcover,14.54,Dr. Steven R Gundry  MD,4.4,2018
915,20,Giraffes Can't Dance (Board Book),,Board book,5.94,Giles Andreae,4.8,2018
916,21,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),,Hardcover,26.10,Dungeons & Dragons,4.9,2018
917,22,Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,Hardcover,20.90,"11,623",4.8,2018
918,23,The Very Hungry Caterpillar,Eric Carle,Board book,5.57,"59,818",4.9,2018
919,24,Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,Paperback,10.95,"52,780",4.3,2018
920,25,The Hate U Give: A Printz Honor Winner,Angie Thomas,Hardcover,10.73,"47,541",4.7,2018
921,26,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,Paperback,11.80,"13,254",4.4,2018
922,27,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,Paperback,7.74,"107,936",4.7,2018
923,28,The Wonderful Things You Will Be,Emily Winfield Martin,Hardcover,9.40,"28,445",4.9,2018
924,29,P is for Potty! (Sesame Street) (Lift-the-Flap),,Board book,5.19,Naomi Kleinberg,4.7,2018
925,30,The Pout-Pout Fish,Deborah Diesen,Board book,4.98,"25,831",4.8,2018
926,31,CreateSpace Classics Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,Paperback,6.99,"21,142",4.5,2018
927,32,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,Paperback,12.49,"12,968",4.5,2018
928,33,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,Board book,5.00,"28,319",4.9,2018
929,34,"Oh, the Places You'll Go!  ",Dr. Seuss,Hardcover,7.49,"48,018",4.9,2018
930,35,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,Hardcover,9.00,"19,786",4.8,2018
931,36,Goodnight Moon,Margaret Wise Brown,Board book,5.36,"27,609",4.9,2018
932,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,Hardcover,26.87,"22,341",4.8,2018
933,38,A Wrinkle in Time (Time Quintet),Madeleine L'Engle,Paperback,7.14,"26,543",4.4,2018
934,39,How to Win Friends & Influence People (Dale Carnegie Books),Dale Carnegie,Paperback,10.30,"111,867",4.7,2018
935,40,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,Hardcover,,"21,322",4.8,2018
936,41,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,Jennifer Smith,Paperback,7.75,"13,653",4.4,2018
937,42,Milk and Honey,Rupi Kaur,Paperback,7.83,"60,311",4.7,2018
938,43,Little Fires Everywhere,Celeste Ng,Hardcover,14.16,"178,882",4.4,2018
939,44,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,Paperback,9.39,"8,101",4.8,2018
940,45,The President Is Missing: A Novel,James Patterson,Hardcover,15.69,"63,993",4.3,2018
941,46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,Paperback,7.48,"70,774",4.8,2018
942,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",,Hardcover,19.59,Dr. Steven R Gundry  MD,4.4,2018
943,48,Ready Player One: A Novel,Ernest Cline,Paperback,10.45,"147,795",4.6,2018
944,49,Fahrenheit 451,Ray Bradbury,Paperback,8.36,"48,397",4.6,2018
945,50,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,Hardcover,14.63,"9,801",4.7,2018
946,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,Paperback,11.15,"140,724",4.6,2018
947,52,Wonder,R. J. Palacio,Hardcover,9.40,"83,305",4.7,2018
948,53,To Kill a Mockingbird,Harper Lee,Paperback,8.89,"130,576",4.7,2018
949,54,The Whole30: The 30-Day Guide to Total Health and Food Freedom,,Hardcover,16.26,Melissa Hartwig Urban,4.6,2018
950,55,The Keto Diet: The Complete Guide to a High-Fat Diet,Leanne Vogel,Paperback,18.29,"7,714",4.4,2018
951,56,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,Bob Goff,Paperback,10.99,"8,935",4.8,2018
952,57,Before We Were Yours: A Novel,Lisa Wingate,Hardcover,14.73,"141,630",4.6,2018
953,58,The Reckoning: A Novel,John Grisham,Hardcover,14.98,"62,705",4.1,2018
954,59,"Brown Bear, Brown Bear, What Do You See?",,Board book,4.94,Bill Martin Jr.,4.9,2018
955,60,Beneath a Scarlet Sky: A Novel,Mark Sullivan,Paperback,13.46,"221,919",4.6,2018
956,61,What to Expect When You're Expecting,Heidi Murkoff,Paperback,12.88,"32,903",4.8,2018
957,62,Principles: Life and Work,Ray Dalio,Hardcover,18.98,"17,269",4.6,2018
958,63,Astrophysics for People in a Hurry,Neil deGrasse Tyson,Hardcover,9.99,"35,174",4.6,2018
959,64,Laugh-Out-Loud Jokes for Kids,Rob Elliott,Paperback,4.99,"11,768",4.6,2018
960,65,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",Anthony William,Hardcover,26.37,"11,797",4.7,2018
961,66,The Official SAT Study Guide,The College Board,Paperback,,"2,426",4.5,2018
962,67,Calm the F*ck Down: An Irreverent Adult Coloring Book,Sasha O'Hara,Paperback,6.14,"21,342",4.6,2018
963,68,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",,Paperback,7.93,Valorie Schaefer,4.8,2018
964,69,The Outsider: A Novel,Stephen King,Hardcover,15.68,"56,029",4.5,2018
965,70,Where the Crawdads Sing,Delia Owens,Hardcover,14.67,"612,174",4.7,2018
966,71,D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),,Hardcover,27.97,Dungeons & Dragons,4.9,2018
967,72,Sapiens: A Brief History of Humankind,,Paperback,13.06,Yuval Harari,4.6,2018
968,73,Love You Forever,Robert Munsch,Paperback,4.98,"59,693",4.9,2018
969,74,Dragons Love Tacos,Adam Rubin,Hardcover,9.92,"18,109",4.8,2018
970,75,The Woman in the Window: A Novel,A. J. Finn,Hardcover,13.16,"130,133",4.3,2018
971,76,D&D Monster Manual (Dungeons & Dragons Core Rulebook),,Hardcover,16.49,Dungeons & Dragons,4.9,2018
972,77,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,Suzanne Ryan,Paperback,17.06,"10,170",4.6,2018
973,78,StrengthsFinder 2.0,,Hardcover,20.96,Gallup,4.1,2018
974,79,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),Jocko Willink,Hardcover,17.04,"34,991",4.8,2018
975,80,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,Gregg Jarrett,Hardcover,12.05,"6,064",4.8,2018
976,81,How to Draw 101 Animals (1),Dan Green,Paperback,4.99,"26,504",4.7,2018
977,82,The Sun and Her Flowers,Rupi Kaur,Paperback,8.89,"21,597",4.7,2018
978,83,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,,Hardcover,8.89,Marie Kondō,4.5,2018
979,84,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",Jen Fisch,Paperback,13.49,"16,563",4.4,2018
980,85,Where Do Diggers Sleep at Night? (Where Do...Series),Brianna Caplan Sayres,Board book,7.00,"14,591",4.8,2018
981,86,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,Paperback,19.55,"9,404",4.7,2018
982,87,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits",Reese Witherspoon,Hardcover,17.79,"5,481",4.7,2018
